MAGNITUD,SAME_AS_WIKIDATA_type_of_chemical_entity,PUNTO_MUESTREO,ID_TIEMPO,MEDIDA
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2024-01-31,50
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2024-01-31,49
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2024-01-31,41
NOx,https://wikidata.org/entity/Q20962970,28079018,2024-01-31,126
ozone,https://wikidata.org/entity/Q36933,28079018,2024-01-31,6
batra,https://wikidata.org/entity/Q411087,28079018,2024-01-31,3.8
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2024-01-31,29
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2024-01-31,40
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2024-01-31,18
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2024-01-31,29
NOx,https://wikidata.org/entity/Q20962970,28079024,2024-01-31,85
ozone,https://wikidata.org/entity/Q36933,28079024,2024-01-31,6
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2024-01-31,30
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2024-01-31,37
NOx,https://wikidata.org/entity/Q20962970,28079027,2024-01-31,83
ozone,https://wikidata.org/entity/Q36933,28079027,2024-01-31,11
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2024-01-31,1
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2024-01-31,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2024-01-31,31
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2024-01-31,42
NOx,https://wikidata.org/entity/Q20962970,28079035,2024-01-31,89
ozone,https://wikidata.org/entity/Q36933,28079035,2024-01-31,12
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2024-01-31,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2024-01-31,32
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2024-01-31,45
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2024-01-31,35
NOx,https://wikidata.org/entity/Q20962970,28079036,2024-01-31,93
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2024-01-31,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2024-01-31,55
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2024-01-31,22
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2024-01-31,36
NOx,https://wikidata.org/entity/Q20962970,28079038,2024-01-31,116
batra,https://wikidata.org/entity/Q411087,28079038,2024-01-31,5.8
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2024-01-31,37
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2024-01-31,49
NOx,https://wikidata.org/entity/Q20962970,28079039,2024-01-31,106
ozone,https://wikidata.org/entity/Q36933,28079039,2024-01-31,9
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2024-01-31,23
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2024-01-31,43
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2024-01-31,30
NOx,https://wikidata.org/entity/Q20962970,28079040,2024-01-31,78
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2024-01-31,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2024-01-31,40
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2024-01-31,20
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2024-01-31,34
NOx,https://wikidata.org/entity/Q20962970,28079047,2024-01-31,102
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2024-01-31,18
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2024-01-31,40
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2024-01-31,20
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2024-01-31,37
NOx,https://wikidata.org/entity/Q20962970,28079048,2024-01-31,68
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2024-01-31,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2024-01-31,32
NOx,https://wikidata.org/entity/Q20962970,28079049,2024-01-31,55
ozone,https://wikidata.org/entity/Q36933,28079049,2024-01-31,9
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2024-01-31,23
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2024-01-31,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2024-01-31,21
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2024-01-31,34
NOx,https://wikidata.org/entity/Q20962970,28079050,2024-01-31,80
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2024-01-31,28
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2024-01-31,40
NOx,https://wikidata.org/entity/Q20962970,28079054,2024-01-31,83
ozone,https://wikidata.org/entity/Q36933,28079054,2024-01-31,11
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2024-01-31,38
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2024-01-31,27
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2024-01-31,39
NOx,https://wikidata.org/entity/Q20962970,28079055,2024-01-31,85
batra,https://wikidata.org/entity/Q411087,28079055,2024-01-31,3.1
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2024-01-31,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2024-01-31,68
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2024-01-31,39
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2024-01-31,23
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2024-01-31,36
NOx,https://wikidata.org/entity/Q20962970,28079056,2024-01-31,144
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2024-01-31,25
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2024-01-31,43
NOx,https://wikidata.org/entity/Q20962970,28079057,2024-01-31,82
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2024-01-31,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2024-01-31,22
NOx,https://wikidata.org/entity/Q20962970,28079058,2024-01-31,46
ozone,https://wikidata.org/entity/Q36933,28079058,2024-01-31,12
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2024-01-31,19
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2024-01-31,34
NOx,https://wikidata.org/entity/Q20962970,28079059,2024-01-31,63
ozone,https://wikidata.org/entity/Q36933,28079059,2024-01-31,13
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2024-01-31,31
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2024-01-31,46
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2024-01-31,22
NOx,https://wikidata.org/entity/Q20962970,28079060,2024-01-31,93
ozone,https://wikidata.org/entity/Q36933,28079060,2024-01-31,17
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2024-02-01,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2024-02-01,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2024-02-01,59
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2024-02-01,41
NOx,https://wikidata.org/entity/Q20962970,28079004,2024-02-01,132
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2024-02-01,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2024-02-01,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2024-02-01,28
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2024-02-01,46
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2024-02-01,19
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2024-02-01,38
NOx,https://wikidata.org/entity/Q20962970,28079008,2024-02-01,88
ozone,https://wikidata.org/entity/Q36933,28079008,2024-02-01,17
batra,https://wikidata.org/entity/Q411087,28079008,2024-02-01,5.1
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2024-02-01,33
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2024-02-01,52
NOx,https://wikidata.org/entity/Q20962970,28079011,2024-02-01,103
batra,https://wikidata.org/entity/Q411087,28079011,2024-02-01,4.2
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2024-02-01,28
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2024-02-01,42
NOx,https://wikidata.org/entity/Q20962970,28079016,2024-02-01,85
ozone,https://wikidata.org/entity/Q36933,28079016,2024-02-01,20
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2024-02-01,128
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2024-02-01,50
NOx,https://wikidata.org/entity/Q20962970,28079017,2024-02-01,246
ozone,https://wikidata.org/entity/Q36933,28079017,2024-02-01,16
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2024-02-01,45
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2024-02-01,53
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2024-02-01,39
NOx,https://wikidata.org/entity/Q20962970,28079018,2024-02-01,121
ozone,https://wikidata.org/entity/Q36933,28079018,2024-02-01,9
batra,https://wikidata.org/entity/Q411087,28079018,2024-02-01,4
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2024-02-01,19
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2024-02-01,34
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2024-02-01,15
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2024-02-01,28
NOx,https://wikidata.org/entity/Q20962970,28079024,2024-02-01,63
ozone,https://wikidata.org/entity/Q36933,28079024,2024-02-01,16
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2024-02-01,39
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2024-02-01,48
NOx,https://wikidata.org/entity/Q20962970,28079027,2024-02-01,108
ozone,https://wikidata.org/entity/Q36933,28079027,2024-02-01,14
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2024-02-01,1
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2024-02-01,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2024-02-01,56
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2024-02-01,46
NOx,https://wikidata.org/entity/Q20962970,28079035,2024-02-01,131
ozone,https://wikidata.org/entity/Q36933,28079035,2024-02-01,8
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2024-02-01,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2024-02-01,29
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2024-02-01,47
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2024-02-01,42
NOx,https://wikidata.org/entity/Q20962970,28079036,2024-02-01,91
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2024-02-01,54
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2024-02-01,67
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2024-02-01,20
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2024-02-01,40
NOx,https://wikidata.org/entity/Q20962970,28079038,2024-02-01,149
batra,https://wikidata.org/entity/Q411087,28079038,2024-02-01,8
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2024-02-01,71
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2024-02-01,56
NOx,https://wikidata.org/entity/Q20962970,28079039,2024-02-01,166
ozone,https://wikidata.org/entity/Q36933,28079039,2024-02-01,13
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2024-02-01,37
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2024-02-01,49
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2024-02-01,41
NOx,https://wikidata.org/entity/Q20962970,28079040,2024-02-01,105
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2024-02-01,50
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2024-02-01,39
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2024-02-01,17
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2024-02-01,35
NOx,https://wikidata.org/entity/Q20962970,28079047,2024-02-01,116
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2024-02-01,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2024-02-01,42
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2024-02-01,16
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2024-02-01,36
NOx,https://wikidata.org/entity/Q20962970,28079048,2024-02-01,67
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2024-02-01,19
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2024-02-01,31
NOx,https://wikidata.org/entity/Q20962970,28079049,2024-02-01,59
ozone,https://wikidata.org/entity/Q36933,28079049,2024-02-01,17
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2024-02-01,27
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2024-02-01,47
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2024-02-01,16
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2024-02-01,36
NOx,https://wikidata.org/entity/Q20962970,28079050,2024-02-01,88
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2024-02-01,73
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2024-02-01,53
NOx,https://wikidata.org/entity/Q20962970,28079054,2024-02-01,164
ozone,https://wikidata.org/entity/Q36933,28079054,2024-02-01,17
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2024-02-01,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2024-02-01,32
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2024-02-01,44
NOx,https://wikidata.org/entity/Q20962970,28079055,2024-02-01,93
batra,https://wikidata.org/entity/Q411087,28079055,2024-02-01,3.2
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2024-02-01,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2024-02-01,67
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2024-02-01,42
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2024-02-01,21
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2024-02-01,38
NOx,https://wikidata.org/entity/Q20962970,28079056,2024-02-01,144
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2024-02-01,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2024-02-01,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2024-02-01,13
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2024-02-01,27
NOx,https://wikidata.org/entity/Q20962970,28079057,2024-02-01,85
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2024-02-01,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2024-02-01,16
NOx,https://wikidata.org/entity/Q20962970,28079058,2024-02-01,30
ozone,https://wikidata.org/entity/Q36933,28079058,2024-02-01,16
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2024-02-01,13
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2024-02-01,33
NOx,https://wikidata.org/entity/Q20962970,28079059,2024-02-01,52
ozone,https://wikidata.org/entity/Q36933,28079059,2024-02-01,24
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2024-02-01,20
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2024-02-01,43
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2024-02-01,33
NOx,https://wikidata.org/entity/Q20962970,28079060,2024-02-01,73
ozone,https://wikidata.org/entity/Q36933,28079060,2024-02-01,25
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2024-02-02,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2024-02-02,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2024-02-02,36
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2024-02-02,33
NOx,https://wikidata.org/entity/Q20962970,28079004,2024-02-02,88
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2024-02-02,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2024-02-02,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2024-02-02,27
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2024-02-02,47
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2024-02-02,13
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2024-02-02,31
NOx,https://wikidata.org/entity/Q20962970,28079008,2024-02-02,88
ozone,https://wikidata.org/entity/Q36933,28079008,2024-02-02,21
batra,https://wikidata.org/entity/Q411087,28079008,2024-02-02,4.1
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2024-02-02,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2024-02-02,47
NOx,https://wikidata.org/entity/Q20962970,28079011,2024-02-02,86
batra,https://wikidata.org/entity/Q411087,28079011,2024-02-02,3.2
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2024-02-02,20
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2024-02-02,42
NOx,https://wikidata.org/entity/Q20962970,28079016,2024-02-02,73
ozone,https://wikidata.org/entity/Q36933,28079016,2024-02-02,25
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2024-02-02,107
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2024-02-02,44
NOx,https://wikidata.org/entity/Q20962970,28079017,2024-02-02,208
ozone,https://wikidata.org/entity/Q36933,28079017,2024-02-02,23
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2024-02-02,31
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2024-02-02,45
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2024-02-02,33
NOx,https://wikidata.org/entity/Q20962970,28079018,2024-02-02,92
ozone,https://wikidata.org/entity/Q36933,28079018,2024-02-02,20
batra,https://wikidata.org/entity/Q411087,28079018,2024-02-02,3.5
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2024-02-02,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2024-02-02,26
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2024-02-02,9
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2024-02-02,20
NOx,https://wikidata.org/entity/Q20962970,28079024,2024-02-02,38
ozone,https://wikidata.org/entity/Q36933,28079024,2024-02-02,25
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2024-02-02,32
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2024-02-02,44
NOx,https://wikidata.org/entity/Q20962970,28079027,2024-02-02,92
ozone,https://wikidata.org/entity/Q36933,28079027,2024-02-02,22
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2024-02-02,1
