MAGNITUD,SAME_AS_WIKIDATA_type_of_chemical_entity,PUNTO_MUESTREO,ID_TIEMPO,MEDIDA
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2024-01-28,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2024-01-28,34
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2024-01-28,34
NOx,https://wikidata.org/entity/Q20962970,28079004,2024-01-28,86
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2024-01-28,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2024-01-28,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2024-01-28,37
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2024-01-28,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2024-01-28,17
NOx,https://wikidata.org/entity/Q20962970,28079008,2024-01-28,59
ozone,https://wikidata.org/entity/Q36933,28079008,2024-01-28,27
batra,https://wikidata.org/entity/Q411087,28079008,2024-01-28,1.5
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2024-01-28,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2024-01-28,41
NOx,https://wikidata.org/entity/Q20962970,28079011,2024-01-28,65
batra,https://wikidata.org/entity/Q411087,28079011,2024-01-28,1.9
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2024-01-28,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2024-01-28,31
NOx,https://wikidata.org/entity/Q20962970,28079016,2024-01-28,42
ozone,https://wikidata.org/entity/Q36933,28079016,2024-01-28,25
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2024-01-28,76
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2024-01-28,40
NOx,https://wikidata.org/entity/Q20962970,28079017,2024-01-28,156
ozone,https://wikidata.org/entity/Q36933,28079017,2024-01-28,20
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2024-01-28,23
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2024-01-28,42
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2024-01-28,20
NOx,https://wikidata.org/entity/Q20962970,28079018,2024-01-28,78
ozone,https://wikidata.org/entity/Q36933,28079018,2024-01-28,15
batra,https://wikidata.org/entity/Q411087,28079018,2024-01-28,2.3
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2024-01-28,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2024-01-28,29
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2024-01-28,8
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2024-01-28,12
NOx,https://wikidata.org/entity/Q20962970,28079024,2024-01-28,35
ozone,https://wikidata.org/entity/Q36933,28079024,2024-01-28,21
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2024-01-28,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2024-01-28,37
NOx,https://wikidata.org/entity/Q20962970,28079027,2024-01-28,62
ozone,https://wikidata.org/entity/Q36933,28079027,2024-01-28,21
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2024-01-28,1
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2024-01-28,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2024-01-28,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2024-01-28,38
NOx,https://wikidata.org/entity/Q20962970,28079035,2024-01-28,61
ozone,https://wikidata.org/entity/Q36933,28079035,2024-01-28,23
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2024-01-28,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2024-01-28,14
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2024-01-28,38
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2024-01-28,18
NOx,https://wikidata.org/entity/Q20962970,28079036,2024-01-28,60
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2024-01-28,28
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2024-01-28,49
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2024-01-28,11
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2024-01-28,18
NOx,https://wikidata.org/entity/Q20962970,28079038,2024-01-28,93
batra,https://wikidata.org/entity/Q411087,28079038,2024-01-28,3.2
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2024-01-28,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2024-01-28,43
NOx,https://wikidata.org/entity/Q20962970,28079039,2024-01-28,83
ozone,https://wikidata.org/entity/Q36933,28079039,2024-01-28,25
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2024-01-28,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2024-01-28,36
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2024-01-28,17
NOx,https://wikidata.org/entity/Q20962970,28079040,2024-01-28,47
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2024-01-28,29
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2024-01-28,33
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2024-01-28,11
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2024-01-28,19
NOx,https://wikidata.org/entity/Q20962970,28079047,2024-01-28,77
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2024-01-28,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2024-01-28,33
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2024-01-28,9
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2024-01-28,18
NOx,https://wikidata.org/entity/Q20962970,28079048,2024-01-28,45
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2024-01-28,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2024-01-28,27
NOx,https://wikidata.org/entity/Q20962970,28079049,2024-01-28,36
ozone,https://wikidata.org/entity/Q36933,28079049,2024-01-28,26
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2024-01-28,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2024-01-28,37
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2024-01-28,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2024-01-28,17
NOx,https://wikidata.org/entity/Q20962970,28079050,2024-01-28,53
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2024-01-28,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2024-01-28,39
NOx,https://wikidata.org/entity/Q20962970,28079054,2024-01-28,79
ozone,https://wikidata.org/entity/Q36933,28079054,2024-01-28,22
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2024-01-28,19
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2024-01-28,30
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2024-01-28,18
NOx,https://wikidata.org/entity/Q20962970,28079055,2024-01-28,58
batra,https://wikidata.org/entity/Q411087,28079055,2024-01-28,1.5
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2024-01-28,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2024-01-28,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2024-01-28,38
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2024-01-28,15
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2024-01-28,21
NOx,https://wikidata.org/entity/Q20962970,28079056,2024-01-28,99
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2024-01-28,20
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2024-01-28,37
NOx,https://wikidata.org/entity/Q20962970,28079057,2024-01-28,69
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2024-01-28,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2024-01-28,16
NOx,https://wikidata.org/entity/Q20962970,28079058,2024-01-28,24
ozone,https://wikidata.org/entity/Q36933,28079058,2024-01-28,21
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2024-01-28,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2024-01-28,23
NOx,https://wikidata.org/entity/Q20962970,28079059,2024-01-28,31
ozone,https://wikidata.org/entity/Q36933,28079059,2024-01-28,31
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2024-01-28,10
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2024-01-28,37
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2024-01-28,12
NOx,https://wikidata.org/entity/Q20962970,28079060,2024-01-28,52
ozone,https://wikidata.org/entity/Q36933,28079060,2024-01-28,29
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2024-01-29,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2024-01-29,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2024-01-29,42
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2024-01-29,38
NOx,https://wikidata.org/entity/Q20962970,28079004,2024-01-29,102
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2024-01-29,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2024-01-29,10
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2024-01-29,35
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2024-01-29,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2024-01-29,22
NOx,https://wikidata.org/entity/Q20962970,28079008,2024-01-29,50
ozone,https://wikidata.org/entity/Q36933,28079008,2024-01-29,29
batra,https://wikidata.org/entity/Q411087,28079008,2024-01-29,1.3
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2024-01-29,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2024-01-29,39
NOx,https://wikidata.org/entity/Q20962970,28079011,2024-01-29,51
batra,https://wikidata.org/entity/Q411087,28079011,2024-01-29,2
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2024-01-29,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2024-01-29,32
NOx,https://wikidata.org/entity/Q20962970,28079016,2024-01-29,44
ozone,https://wikidata.org/entity/Q36933,28079016,2024-01-29,26
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2024-01-29,72
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2024-01-29,45
NOx,https://wikidata.org/entity/Q20962970,28079017,2024-01-29,155
ozone,https://wikidata.org/entity/Q36933,28079017,2024-01-29,17
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2024-01-29,35
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2024-01-29,50
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2024-01-29,29
NOx,https://wikidata.org/entity/Q20962970,28079018,2024-01-29,104
ozone,https://wikidata.org/entity/Q36933,28079018,2024-01-29,12
batra,https://wikidata.org/entity/Q411087,28079018,2024-01-29,3.3
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2024-01-29,10
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2024-01-29,35
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2024-01-29,11
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2024-01-29,19
NOx,https://wikidata.org/entity/Q20962970,28079024,2024-01-29,50
ozone,https://wikidata.org/entity/Q36933,28079024,2024-01-29,17
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2024-01-29,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2024-01-29,38
NOx,https://wikidata.org/entity/Q20962970,28079027,2024-01-29,63
ozone,https://wikidata.org/entity/Q36933,28079027,2024-01-29,23
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2024-01-29,1
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2024-01-29,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2024-01-29,25
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2024-01-29,40
NOx,https://wikidata.org/entity/Q20962970,28079035,2024-01-29,77
ozone,https://wikidata.org/entity/Q36933,28079035,2024-01-29,23
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2024-01-29,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2024-01-29,17
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2024-01-29,42
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2024-01-29,25
NOx,https://wikidata.org/entity/Q20962970,28079036,2024-01-29,68
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2024-01-29,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2024-01-29,42
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2024-01-29,12
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2024-01-29,23
NOx,https://wikidata.org/entity/Q20962970,28079038,2024-01-29,67
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2024-01-29,17
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2024-01-29,45
NOx,https://wikidata.org/entity/Q20962970,28079039,2024-01-29,70
ozone,https://wikidata.org/entity/Q36933,28079039,2024-01-29,24
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2024-01-29,12
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2024-01-29,40
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2024-01-29,27
NOx,https://wikidata.org/entity/Q20962970,28079040,2024-01-29,59
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2024-01-29,30
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2024-01-29,38
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2024-01-29,14
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2024-01-29,26
NOx,https://wikidata.org/entity/Q20962970,28079047,2024-01-29,83
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2024-01-29,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2024-01-29,31
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2024-01-29,11
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2024-01-29,23
NOx,https://wikidata.org/entity/Q20962970,28079048,2024-01-29,41
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2024-01-29,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2024-01-29,26
NOx,https://wikidata.org/entity/Q20962970,28079049,2024-01-29,32
ozone,https://wikidata.org/entity/Q36933,28079049,2024-01-29,27
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2024-01-29,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2024-01-29,34
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2024-01-29,11
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2024-01-29,23
NOx,https://wikidata.org/entity/Q20962970,28079050,2024-01-29,47
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2024-01-29,27
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2024-01-29,44
NOx,https://wikidata.org/entity/Q20962970,28079054,2024-01-29,84
ozone,https://wikidata.org/entity/Q36933,28079054,2024-01-29,18
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2024-01-29,20
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2024-01-29,29
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2024-01-29,27
NOx,https://wikidata.org/entity/Q20962970,28079055,2024-01-29,60
batra,https://wikidata.org/entity/Q411087,28079055,2024-01-29,2.1
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2024-01-29,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2024-01-29,71
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2024-01-29,44
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2024-01-29,18
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2024-01-29,30
NOx,https://wikidata.org/entity/Q20962970,28079056,2024-01-29,152
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2024-01-29,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2024-01-29,37
NOx,https://wikidata.org/entity/Q20962970,28079057,2024-01-29,60
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2024-01-29,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2024-01-29,20
NOx,https://wikidata.org/entity/Q20962970,28079058,2024-01-29,33
ozone,https://wikidata.org/entity/Q36933,28079058,2024-01-29,20
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2024-01-29,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2024-01-29,26
NOx,https://wikidata.org/entity/Q20962970,28079059,2024-01-29,34
ozone,https://wikidata.org/entity/Q36933,28079059,2024-01-29,30
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2024-01-29,23
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2024-01-29,42
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2024-01-29,24
NOx,https://wikidata.org/entity/Q20962970,28079060,2024-01-29,77
ozone,https://wikidata.org/entity/Q36933,28079060,2024-01-29,27
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2024-01-30,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2024-01-30,700.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2024-01-30,56
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2024-01-30,45
NOx,https://wikidata.org/entity/Q20962970,28079004,2024-01-30,131
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2024-01-30,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2024-01-30,28
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2024-01-30,47
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2024-01-30,19
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2024-01-30,35
NOx,https://wikidata.org/entity/Q20962970,28079008,2024-01-30,90
ozone,https://wikidata.org/entity/Q36933,28079008,2024-01-30,18
batra,https://wikidata.org/entity/Q411087,28079008,2024-01-30,2.5
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2024-01-30,30
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2024-01-30,57
NOx,https://wikidata.org/entity/Q20962970,28079011,2024-01-30,103
batra,https://wikidata.org/entity/Q411087,28079011,2024-01-30,4.6
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2024-01-30,25
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2024-01-30,48
NOx,https://wikidata.org/entity/Q20962970,28079016,2024-01-30,86
ozone,https://wikidata.org/entity/Q36933,28079016,2024-01-30,16
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2024-01-30,109
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2024-01-30,48
NOx,https://wikidata.org/entity/Q20962970,28079017,2024-01-30,215
ozone,https://wikidata.org/entity/Q36933,28079017,2024-01-30,16
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2024-01-30,48
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2024-01-30,59
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2024-01-30,43
NOx,https://wikidata.org/entity/Q20962970,28079018,2024-01-30,133
ozone,https://wikidata.org/entity/Q36933,28079018,2024-01-30,8
batra,https://wikidata.org/entity/Q411087,28079018,2024-01-30,3.9
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2024-01-30,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2024-01-30,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2024-01-30,18
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2024-01-30,29
NOx,https://wikidata.org/entity/Q20962970,28079024,2024-01-30,69
ozone,https://wikidata.org/entity/Q36933,28079024,2024-01-30,11
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2024-01-30,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2024-01-30,52
NOx,https://wikidata.org/entity/Q20962970,28079027,2024-01-30,113
ozone,https://wikidata.org/entity/Q36933,28079027,2024-01-30,11
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2024-01-30,1
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2024-01-30,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2024-01-30,31
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2024-01-30,47
NOx,https://wikidata.org/entity/Q20962970,28079035,2024-01-30,95
ozone,https://wikidata.org/entity/Q36933,28079035,2024-01-30,14
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2024-01-30,4
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2024-01-30,33
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2024-01-30,53
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2024-01-30,41
NOx,https://wikidata.org/entity/Q20962970,28079036,2024-01-30,103
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2024-01-30,28
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2024-01-30,58
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2024-01-30,20
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2024-01-30,34
NOx,https://wikidata.org/entity/Q20962970,28079038,2024-01-30,100
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2024-01-30,49
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2024-01-30,62
NOx,https://wikidata.org/entity/Q20962970,28079039,2024-01-30,137
ozone,https://wikidata.org/entity/Q36933,28079039,2024-01-30,10
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2024-01-30,18
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2024-01-30,48
NOx,https://wikidata.org/entity/Q20962970,28079040,2024-01-30,76
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2024-01-30,38
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2024-01-30,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2024-01-30,20
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2024-01-30,33
NOx,https://wikidata.org/entity/Q20962970,28079047,2024-01-30,103
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2024-01-30,20
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2024-01-30,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2024-01-30,20
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2024-01-30,40
NOx,https://wikidata.org/entity/Q20962970,28079048,2024-01-30,76
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2024-01-30,14
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2024-01-30,34
NOx,https://wikidata.org/entity/Q20962970,28079049,2024-01-30,56
ozone,https://wikidata.org/entity/Q36933,28079049,2024-01-30,14
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2024-01-30,27
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2024-01-30,51
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2024-01-30,23
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2024-01-30,40
NOx,https://wikidata.org/entity/Q20962970,28079050,2024-01-30,93
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2024-01-30,34
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2024-01-30,49
NOx,https://wikidata.org/entity/Q20962970,28079054,2024-01-30,100
ozone,https://wikidata.org/entity/Q36933,28079054,2024-01-30,15
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2024-01-30,49
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2024-01-30,38
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2024-01-30,45
NOx,https://wikidata.org/entity/Q20962970,28079055,2024-01-30,113
batra,https://wikidata.org/entity/Q411087,28079055,2024-01-30,3.6
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2024-01-30,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2024-01-30,82
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2024-01-30,51
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2024-01-30,25
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2024-01-30,40
NOx,https://wikidata.org/entity/Q20962970,28079056,2024-01-30,176
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2024-01-30,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2024-01-30,51
NOx,https://wikidata.org/entity/Q20962970,28079057,2024-01-30,111
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2024-01-30,17
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2024-01-30,26
NOx,https://wikidata.org/entity/Q20962970,28079058,2024-01-30,52
ozone,https://wikidata.org/entity/Q36933,28079058,2024-01-30,15
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2024-01-30,27
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2024-01-30,44
NOx,https://wikidata.org/entity/Q20962970,28079059,2024-01-30,85
ozone,https://wikidata.org/entity/Q36933,28079059,2024-01-30,16
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2024-01-30,46
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2024-01-30,54
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2024-01-30,29
NOx,https://wikidata.org/entity/Q20962970,28079060,2024-01-30,124
ozone,https://wikidata.org/entity/Q36933,28079060,2024-01-30,21
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2024-01-31,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2024-01-31,700.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2024-01-31,62
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2024-01-31,39
NOx,https://wikidata.org/entity/Q20962970,28079004,2024-01-31,134
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2024-01-31,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2024-01-31,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2024-01-31,40
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2024-01-31,18
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2024-01-31,30
NOx,https://wikidata.org/entity/Q20962970,28079008,2024-01-31,80
ozone,https://wikidata.org/entity/Q36933,28079008,2024-01-31,12
batra,https://wikidata.org/entity/Q411087,28079008,2024-01-31,3.4
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2024-01-31,20
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2024-01-31,48
NOx,https://wikidata.org/entity/Q20962970,28079011,2024-01-31,79
batra,https://wikidata.org/entity/Q411087,28079011,2024-01-31,3
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2024-01-31,22
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2024-01-31,38
NOx,https://wikidata.org/entity/Q20962970,28079016,2024-01-31,72
ozone,https://wikidata.org/entity/Q36933,28079016,2024-01-31,11
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2024-01-31,86
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2024-01-31,40
NOx,https://wikidata.org/entity/Q20962970,28079017,2024-01-31,173
ozone,https://wikidata.org/entity/Q36933,28079017,2024-01-31,14
